0.000000000000000000e+00,1.040015339851379395e+00,9.805294871330261230e-02,-2.570535987615585327e-02,-6.974560618400573730e-01,-2.737197279930114746e-01,-2.315671741962432861e-01,-3.838226199150085449e-01,2.057730406522750854e-01,-2.126500308513641357e-01,-9.713702201843261719e-01,3.772456407546997070e+00,-4.731746613979339600e-01,7.413079738616943359e-01,9.871870279312133789e-01,8.663676381111145020e-01,4.994067251682281494e-01,3.762061893939971924e-02,-1.196172907948493958e-01,1.892008334398269653e-01,6.664103865623474121e-01,-1.355334371328353882e-01,6.426367163658142090e-02,-1.573183983564376831e-01,-1.771688610315322876e-01,6.669707894325256348e-01,-8.258933573961257935e-02,-2.405178248882293701e-01,7.283555269241333008e-01,-6.064091920852661133e-01,1.474075317382812500e+00,-1.920049548149108887e+00,7.049988955259323120e-02,4.339865148067474365e-01,-2.633633315563201904e-01,1.564349651336669922e+00,-2.844923496246337891e+00,1.693785190582275391e-02,-3.208218887448310852e-02,1.061194390058517456e-01,1.631368398666381836e-01,4.124746620655059814e-01,6.684198379516601562e-01,-5.132526159286499023e-01,1.089400351047515869e-01,4.162345081567764282e-02,-1.062458455562591553e-01,5.500500798225402832e-01,-6.948412656784057617e-01,-3.026463091373443604e-04,3.254359588027000427e-03,7.099465131759643555e-01,1.190272495150566101e-01,1.347499787807464600e-01,6.459295004606246948e-02,9.815817475318908691e-01,-4.866563901305198669e-02,1.974474936723709106e-01,-5.842961072921752930e-01,-3.597196936607360840e-01,-2.008191943168640137e-01,-3.110797107219696045e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.201445102691650391e+00,5.085732936859130859e+00,4.172938823699951172e+00,3.073310852050781250e-02,-2.036942481994628906e+00,1.016488790512084961e+00,3.958559751510620117e+00,-2.404856920242309570e+00,-4.090512752532958984e+00,-4.607656478881835938e+00
1.000000047497451305e-02,1.039803624153137207e+00,2.655081152915954590e-01,-7.544448971748352051e-02,-5.960447192192077637e-01,-3.291670680046081543e-01,1.302087306976318359e-01,-6.654059141874313354e-02,2.476664781570434570e-01,-2.127514183521270752e-01,-9.145533442497253418e-01,3.772456407546997070e+00,-4.731746613979339600e-01,7.413079738616943359e-01,9.879912137985229492e-01,8.960161209106445312e-01,4.440214931964874268e-01,8.996009081602096558e-02,-1.245112642645835876e-01,1.745494902133941650e-01,6.674171686172485352e-01,-1.537475883960723877e-01,1.095946654677391052e-01,-1.568587720394134521e-01,-1.816895008087158203e-01,6.958312392234802246e-01,-1.396544128656387329e-01,5.811425209045410156e+00,-3.856237977743148804e-02,-1.528497695922851562e+00,-4.383705854415893555e-01,-1.730899810791015625e+00,4.938113689422607422e+00,8.517687320709228516e-01,-1.984807699918746948e-01,1.852948546409606934e+00,-7.411553382873535156e+00,-7.212796062231063843e-02,-5.642402172088623047e-02,1.552996993064880371e+00,1.601343512535095215e+00,-4.893808066844940186e-01,-1.510362029075622559e-01,-8.091328740119934082e-01,1.137628316879272461e+00,7.999432682991027832e-01,-1.661124229431152344e-01,3.126710951328277588e-01,-1.884010314941406250e+00,-5.246102809906005859e-04,4.782827571034431458e-03,7.034214735031127930e-01,1.173419430851936340e-01,1.347751766443252563e-01,6.391032040119171143e-02,9.818258881568908691e-01,-7.934874854981899261e-03,1.993362009525299072e-01,-6.868864893913269043e-01,-3.673270642757415771e-01,1.257227361202239990e-01,9.890285879373550415e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.520620918273925781e+01,3.400000000000000000e+01,-1.873802185058593750e+01,-1.515176105499267578e+01,-1.136787700653076172e+01,6.552522659301757812e+00,2.502175712585449219e+01,-4.169495582580566406e+00,-1.395390510559082031e+01,-1.629080963134765625e+01
2.000000094994902611e-02,1.085717797279357910e+00,2.744858860969543457e-01,6.555546820163726807e-02,-7.492303252220153809e-01,-5.327820777893066406e-01,4.099193215370178223e-01,1.087159886956214905e-01,2.342903912067413330e-01,-2.265867143869400024e-01,-9.123187065124511719e-01,3.772456407546997070e+00,-4.731746613979339600e-01,7.413079738616943359e-01,9.886389970779418945e-01,9.221283793449401855e-01,3.868839740753173828e-01,1.470808982849121094e-01,-1.161741539835929871e-01,1.583272963762283325e-01,6.556101441383361816e-01,-1.739565134048461914e-01,1.628484278917312622e-01,-1.440299153327941895e-01,-1.826928406953811646e-01,7.191827893257141113e-01,-2.447111904621124268e-01,5.966235160827636719e+00,1.906803846359252930e+00,-1.004840254783630371e+00,-1.810903906822204590e+00,-2.903059482574462891e+00,5.993665218353271484e+00,7.559228539466857910e-01,6.859589219093322754e-01,1.474089264869689941e+00,-1.061925411224365234e+01,9.204199165105819702e-02,3.654003143310546875e-03,1.435300469398498535e+00,8.228627443313598633e-01,-3.174761831760406494e-01,-3.608179986476898193e-01,-1.047184348106384277e+00,1.240830421447753906e+00,2.298698127269744873e-01,-1.155060529708862305e-02,3.763856291770935059e-01,-2.373152732849121094e+00,-7.151924073696136475e-04,6.009584292769432068e-03,6.958824396133422852e-01,1.148759201169013977e-01,1.358887553215026855e-01,6.457956135272979736e-02,9.819201827049255371e-01,2.524323016405105591e-02,2.041630148887634277e-01,-7.968758344650268555e-01,-5.539709925651550293e-01,2.588474452495574951e-01,3.553129434585571289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.182033538818359375e+00,1.952383804321289062e+01,-1.552389144897460938e+01,-1.431150627136230469e+01,-1.217912101745605469e+01,2.320373535156250000e+00,7.725443363189697266e+00,-4.188045024871826172e+00,-1.060625648498535156e+01,-1.177586746215820312e+01
3.000000142492353916e-02,1.018024444580078125e+00,3.412783145904541016e-01,-6.272816658020019531e-02,-9.646975994110107422e-01,-7.725047469139099121e-01,6.595096588134765625e-01,2.019103467464447021e-01,2.570411860942840576e-01,-2.584993243217468262e-01,-8.970056772232055664e-01,3.772456407546997070e+00,-4.731746613979339600e-01,7.413079738616943359e-01,9.891558885574340820e-01,9.446014761924743652e-01,3.282196223735809326e-01,2.062895447015762329e-01,-9.295352548360824585e-02,1.599560379981994629e-01,6.308650374412536621e-01,-2.149117887020111084e-01,2.197800129652023315e-01,-1.470890790224075317e-01,-1.607998758554458618e-01,7.173019647598266602e-01,-3.581376671791076660e-01,5.640749454498291016e+00,2.996669769287109375e+00,-6.249337792396545410e-01,-2.562026739120483398e+00,-4.861321926116943359e+00,5.526801109313964844e+00,2.125797122716903687e-01,1.721276402473449707e+00,-2.432959899306297302e-02,-1.216427326202392578e+01,-2.584880590438842773e-02,-5.136436317116022110e-03,1.191675901412963867e+00,4.897901415824890137e-01,-3.996151089668273926e-01,-6.014895439147949219e-01,-1.487698197364807129e+00,1.094972133636474609e+00,-3.115296363830566406e-01,1.478468030691146851e-01,1.725793033838272095e-01,-2.678087472915649414e+00,-8.540637791156768799e-04,6.938450038433074951e-03,6.872799396514892578e-01,1.114846915006637573e-01,1.379731893539428711e-01,6.627291440963745117e-02,9.819076061248779297e-01,5.932025238871574402e-02,2.113108038902282715e-01,-9.089870452880859375e-01,-7.074771523475646973e-01,4.489908814430236816e-01,5.705793499946594238e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.588888168334960938e+00,2.946720123291015625e+00,-1.962254142761230469e+01,-1.719805908203125000e+01,-1.447200202941894531e+01,-1.515354156494140625e+00,-6.273916244506835938e+00,-5.145888328552246094e+00,-9.291580200195312500e+00,-9.542015075683593750e+00
4.000000189989805222e-02,1.027653217315673828e+00,4.447183609008789062e-01,6.699405610561370850e-02,-9.635663032531738281e-01,-6.405948400497436523e-01,8.839443325996398926e-01,3.257873654365539551e-01,3.094767332077026367e-01,-2.790175378322601318e-01,-9.576025009155273438e-01,3.772456407546997070e+00,-4.731746613979339600e-01,7.413079738616943359e-01,9.895608425140380859e-01,9.633466005325317383e-01,2.682599127292633057e-01,2.489970475435256958e-01,-6.305265426635742188e-02,1.452312171459197998e-01,6.057518720626831055e-01,-2.746387422084808350e-01,2.720999717712402344e-01,-1.395947635173797607e-01,-1.384077072143554688e-01,7.097286581993103027e-01,-4.851878285408020020e-01,4.610750198364257812e+00,3.249225378036499023e+00,-7.499823570251464844e-01,-2.561103582382202148e+00,-6.071897983551025391e+00,4.257016181945800781e+00,4.862097501754760742e-01,2.223323345184326172e+00,-1.154358506202697754e+00,-1.333262252807617188e+01,-8.065771311521530151e-02,-1.788040436804294586e-02,9.296348690986633301e-01,1.869110167026519775e-01,-1.761286854743957520e-01,-3.910370767116546631e-01,-1.544048070907592773e+00,9.165229201316833496e-01,-2.359779477119445801e-01,7.569499313831329346e-02,-7.624976336956024170e-02,-3.005093097686767578e+00,-1.088529825210571289e-03,7.828332483768463135e-03,6.776957511901855469e-01,1.079169884324073792e-01,1.413874626159667969e-01,6.854513287544250488e-02,9.816643595695495605e-01,8.491595834493637085e-02,2.209425568580627441e-01,-1.019733309745788574e+00,-6.625588536262512207e-01,7.169088721275329590e-01,6.555972099304199219e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.736148834228515625e+00,-8.830111503601074219e+00,-1.217259788513183594e+01,-1.003243160247802734e+01,-8.062816619873046875e+00,-1.881933212280273438e+00,-5.236624240875244141e+00,-1.056358242034912109e+01,-1.094149971008300781e+01,-9.529235839843750000e+00
5.000000237487256527e-02,9.714981317520141602e-01,5.037242770195007324e-01,4.791117087006568909e-02,-1.122326612472534180e+00,-6.381998658180236816e-01,9.972978234291076660e-01,2.946819365024566650e-01,2.914040684700012207e-01,-2.190308868885040283e-01,-9.837889075279235840e-01,3.772456407546997070e+00,-4.731746613979339600e-01,7.413079738616943359e-01,9.898677468299865723e-01,9.782898426055908203e-01,2.072414755821228027e-01,2.908443808555603027e-01,-2.742540463805198669e-02,1.470595896244049072e-01,5.868917703628540039e-01,-3.488503098487854004e-01,3.033884763717651367e-01,-1.358723640441894531e-01,-1.151659786701202393e-01,6.879784464836120605e-01,-6.141007542610168457e-01,3.227245569229125977e+00,3.265144824981689453e+00,-5.568282604217529297e-01,-2.512118339538574219e+00,-7.269032478332519531e+00,2.778468847274780273e+00,4.429661035537719727e-01,2.637852907180786133e+00,-2.855145454406738281e+00,-1.282855033874511719e+01,-7.626096159219741821e-02,-6.196719408035278320e-02,6.824504137039184570e-01,5.780702084302902222e-02,1.324707642197608948e-02,-2.941940724849700928e-01,-1.738408565521240234e+00,6.564425826072692871e-01,-3.811159729957580566e-01,1.787824332714080811e-01,-2.731621563434600830e-01,-2.912745475769042969e+00,-1.376263797283172607e-03,8.819570764899253845e-03,6.671585440635681152e-01,1.045321822166442871e-01,1.457162201404571533e-01,7.089648395776748657e-02,9.812306165695190430e-01,1.011269465088844299e-01,2.278003990650177002e-01,-1.126425266265869141e+00,-6.416821479797363281e-01,8.461950421333312988e-01,6.490576863288879395e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.427579879760742188e+00,-1.396156501770019531e+01,-7.132794380187988281e+00,-6.586480140686035156e+00,-5.782409667968750000e+00,-3.301783561706542969e+00,-9.711227416992187500e+00,-1.056832122802734375e+01,-7.398124694824218750e+00,-5.170516967773437500e+00
6.000000284984707832e-02,1.005000591278076172e+00,4.626331925392150879e-01,-1.003340631723403931e-01,-1.180487394332885742e+00,-5.622357726097106934e-01,1.173098087310791016e+00,2.255797684192657471e-01,3.264718651771545410e-01,-2.055168151855468750e-01,-9.536317586898803711e-01,3.772456407546997070e+00,-4.731746613979339600e-01,7.413079738616943359e-01,9.900867938995361328e-01,9.893721938133239746e-01,1.454051882028579712e-01,3.095876872539520264e-01,7.852790877223014832e-03,1.276570558547973633e-01,5.735218524932861328e-01,-4.235756397247314453e-01,3.181550204753875732e-01,-1.250480562448501587e-01,-8.592979609966278076e-02,6.531415581703186035e-01,-7.367860078811645508e-01,2.167886018753051758e+00,2.823589563369750977e+00,-1.204092979431152344e+00,-1.711600065231323242e+00,-8.190596580505371094e+00,1.713114857673645020e+00,5.002020001411437988e-01,2.842185974121093750e+00,-4.052966117858886719e+00,-1.240788841247558594e+01,-3.835380822420120239e-02,-4.841976985335350037e-02,5.103251338005065918e-01,-3.635937720537185669e-02,-1.405270397663116455e-01,-1.513870358467102051e-01,-1.919514536857604980e+00,5.083193182945251465e-01,-3.549865484237670898e-01,3.310929238796234131e-01,-4.344307184219360352e-01,-2.908502578735351562e+00,-1.753844320774078369e-03,9.963294491171836853e-03,6.556977033615112305e-01,1.015360653400421143e-01,1.508366465568542480e-01,7.318425178527832031e-02,9.806032776832580566e-01,1.132388412952423096e-01,2.332630306482315063e-01,-1.229805469512939453e+00,-5.457970499992370605e-01,1.011130809783935547e+00,6.362011432647705078e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.035189628601074219e+00,-1.568410110473632812e+01,-8.328311920166015625e+00,-5.825511932373046875e+00,-3.979167938232421875e+00,-2.934542179107666016e+00,-9.346008300781250000e+00,-7.824887275695800781e+00,-5.063423156738281250e+00,-3.385948181152343750e+00
7.000000332482159138e-02,9.055459499359130859e-01,4.622691273689270020e-01,-9.189384430646896362e-02,-1.158684849739074707e+00,-3.475739955902099609e-01,1.213063716888427734e+00,2.650685608386993408e-01,3.018156290054321289e-01,-1.914700865745544434e-01,-9.500854015350341797e-01,3.772456407546997070e+00,-4.731746613979339600e-01,7.413079738616943359e-01,9.902249574661254883e-01,9.965499639511108398e-01,8.299504220485687256e-02,3.255086243152618408e-01,2.913932316005229950e-02,1.114530563354492188e-01,5.643441677093505859e-01,-5.132417082786560059e-01,3.294484913349151611e-01,-1.248316541314125061e-01,-5.729703605175018311e-02,6.035879254341125488e-01,-8.587820529937744141e-01,1.386195182800292969e+00,2.126223325729370117e+00,-2.113806724548339844e+00,-4.976001381874084473e-01,-8.443202018737792969e+00,7.293077707290649414e-01,9.614165425300598145e-01,3.241045713424682617e+00,-5.230145931243896484e+00,-1.201020622253417969e+01,-7.820607721805572510e-02,-8.501018583774566650e-02,4.095194339752197266e-01,-7.286346703767776489e-02,-1.179063096642494202e-01,2.271370142698287964e-01,-1.883234024047851562e+00,4.124067723751068115e-01,-1.012105122208595276e-01,4.829052686691284180e-01,-6.383487582206726074e-01,-2.937007904052734375e+00,-2.223096787929534912e-03,1.137768104672431946e-02,6.433593630790710449e-01,9.932944178581237793e-02,1.565325707197189331e-01,7.534546405076980591e-02,9.797725081443786621e-01,1.172134205698966980e-01,2.384776771068572998e-01,-1.329218387603759766e+00,-3.733687698841094971e-01,1.113215804100036621e+00,5.778216123580932617e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.529535770416259766e+00,-1.410236549377441406e+01,-2.540802001953125000e+00,-1.979990005493164062e-01,1.204650878906250000e+00,-1.053683519363403320e+00,-4.223109245300292969e+00,-6.179539680480957031e+00,-3.717451095581054688e+00,-2.557987213134765625e+00
8.000000379979610443e-02,9.536144733428955078e-01,5.812065601348876953e-01,-1.221250966191291809e-01,-1.341935634613037109e+00,-1.511392891407012939e-01,1.223908185958862305e+00,2.294945120811462402e-01,3.242676556110382080e-01,-1.757418215274810791e-01,-9.138119220733642578e-01,3.772456407546997070e+00,-4.731746613979339600e-01,7.413079738616943359e-01,9.902864694595336914e-01,9.997947812080383301e-01,2.025735564529895782e-02,3.343164920806884766e-01,4.551009833812713623e-02,8.410701155662536621e-02,5.725075006484985352e-01,-5.984033942222595215e-01,3.292488753795623779e-01,-1.119347885251045227e-01,-1.778664998710155487e-02,5.436685085296630859e-01,-9.812583327293395996e-01,6.834172010421752930e-01,1.343212842941284180e+00,-2.932547092437744141e+00,7.970676422119140625e-01,-8.434079170227050781e+00,-1.562114804983139038e-03,1.168756842613220215e+00,3.437355518341064453e+00,-5.514451026916503906e+00,-1.188007164001464844e+01,-9.712848067283630371e-02,-6.466656178236007690e-02,2.962126135826110840e-01,-1.689227819442749023e-01,-1.762324869632720947e-01,5.478961467742919922e-01,-1.883127808570861816e+00,2.919612526893615723e-01,-9.254314750432968140e-02,6.573610305786132812e-01,-6.337446570396423340e-01,-2.936342000961303711e+00,-2.745084464550018311e-03,1.308441348373889923e-02,6.301177740097045898e-01,9.796663373708724976e-02,1.623541712760925293e-01,7.719269394874572754e-02,9.788181781768798828e-01,1.119242608547210693e-01,2.408417463302612305e-01,-1.426745414733886719e+00,-2.263119667768478394e-01,1.105280280113220215e+00,4.799155592918395996e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.737805843353271484e+00,-1.357402992248535156e+01,6.613979339599609375e-01,2.811846256256103516e+00,3.822277069091796875e+00,-1.045214295387268066e+00,-5.377997875213623047e+00,-2.920002937316894531e+00,-3.672904968261718750e-01,3.850021362304687500e-01
9.000000427477061749e-02,9.024484157562255859e-01,5.474545359611511230e-01,1.282207667827606201e-03,-1.273880958557128906e+00,-2.757868766784667969e-01,1.074590802192687988e+00,1.677723228931427002e-01,3.350576758384704590e-01,-1.946002393960952759e-01,-9.703595638275146484e-01,3.772456407546997070e+00,-4.731746613979339600e-01,7.413079738616943359e-01,9.902732372283935547e-01,9.990938901901245117e-01,-4.256016016006469727e-02,3.359400331974029541e-01,5.623271688818931580e-02,4.513422027230262756e-02,5.853155851364135742e-01,-6.850322484970092773e-01,3.225738108158111572e-01,-9.304365515708923340e-02,1.512068882584571838e-02,4.786055386066436768e-01,-1.085795164108276367e+00,3.038206398487091064e-01,8.579829931259155273e-01,-3.280339241027832031e+00,1.018931627273559570e+00,-7.340734004974365234e+00,-4.134323596954345703e+00,1.908135771751403809e+00,-3.005627632141113281e+00,8.475703239440917969e+00,-1.851988792419433594e+01,3.807654604315757751e-02,1.056766629219055176e+00,2.498495578765869141e-01,-1.744830608367919922e-01,-2.791609764099121094e-01,7.746012806892395020e-01,-1.791184782981872559e+00,1.815368682146072388e-01,5.517145246267318726e-02,6.335337162017822266e-01,-8.964816927909851074e-01,-2.728641271591186523e+00,-3.316741436719894409e-03,1.500955596566200256e-02,6.160187721252441406e-01,9.724811464548110962e-02,1.682528704404830933e-01,7.872285693883895874e-02,9.777712225914001465e-01,1.400963962078094482e-01,2.367498576641082764e-01,-1.403778433799743652e+00,-3.251065015792846680e-01,9.737869501113891602e-01,4.817190468311309814e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.590616688597947359e-04,0.000000000000000000e+00,2.672408203125000000e+03,-3.883720874786376953e+00,-1.067309379577636719e+01,2.980062484741210938e+00,4.689277648925781250e+00,5.510692596435546875e+00,-5.653557777404785156e-01,-2.980535984039306641e+00,-4.678925514221191406e+00,7.736206054687500000e-03,1.843963623046875000e+00
